ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,Salary
299447,m,11-12-1988,73.06,nagpur board,2007,74,nagpur board,11664,2,M.Tech./M.E.,electronics engineering,8.07,11664,0,Maharashtra,2022,360000
1290085,m,03-05-1992,81,cbse,2018,67.2,cbse,5812,2,B.Tech/B.E.,computer science & engineering,67.3,5812,1,Rajasthan,2022,275000
1123015,f,04-01-1992,78,cbse,2018,73,cbse,2812,2,B.Tech/B.E.,information technology,75.9,2812,0,Rajasthan,2022,300000
1053599,f,04-05-1993,62,cbse,2018,60,cbse,9021,2,B.Tech/B.E.,computer science & engineering,71.65,9021,0,Haryana,2022,125000
765378,m,27-07-1992,84.33,state board,2014,93.8,state board,13994,2,B.Tech/B.E.,computer science & engineering,73.7,13994,0,Andhra Pradesh,2021,410000
781929,f,13-02-1992,85,cbse,2008,69,cbse,1125,2,B.Tech/B.E.,information technology,75,1125,0,Orissa,2021,300000
525682,m,04-10-1990,83.66,board of secondary education,2008,93.9,board of intermediate education,3026,2,B.Tech/B.E.,computer science & engineering,73.31,3026,1,Telangana,2020,360000
87291,m,24-06-1989,88.6,mp board bhopal,2006,83.7,mp board,403,2,B.Tech/B.E.,computer engineering,74.9,403,0,Madhya Pradesh,2018,600000
355018,m,11-05-1991,65.23,west bengal board of secondary education,2008,65.33,west bengal council of higher secondary education,2561,2,B.Tech/B.E.,computer engineering,68.5,2561,0,West Bengal,2020,285000
54579,m,01-07-1986,64.83,up board,2003,56.6,up board,2412,2,B.Tech/B.E.,electronics engineering,63.24,2412,0,Uttar Pradesh,2014,195000
796296,m,05-01-1992,91.2,cbse,2018,90,cbse,222,2,B.Tech/B.E.,mechanical engineering,78,222,0,Jharkhand,2022,600000
770194,f,16-07-1988,82,state board,2006,74,state board,7783,2,B.Tech/B.E.,computer engineering,74,7783,1,Rajasthan,2019,545000
423045,m,03-08-1989,91.3,icse,2008,81,isc,184,2,B.Tech/B.E.,computer engineering,80.3,184,0,Uttar Pradesh,2020,410000
1250337,f,11-10-1992,86.4,cbse,2018,85.4,state board,10750,2,B.Tech/B.E.,information technology,77,10750,1,Tamil Nadu,2022,325000
282152,m,04-02-1989,75.6,up board,2006,69.4,up board,4439,2,B.Tech/B.E.,information technology,64.3,4439,0,Uttar Pradesh,2019,320000
103323,m,12-07-1989,82,0,2006,85,0,940,2,B.Tech/B.E.,computer engineering,77,940,1,Tamil Nadu,2018,410000
83285,m,31-03-1988,85.2,icse,2006,79.4,icse,911,2,B.Tech/B.E.,information technology,70,911,0,Haryana,2018,390000
1271730,m,09-02-1991,86,state board,2008,76.6,state board,11872,1,B.Tech/B.E.,computer science & engineering,67,11872,0,Chhattisgarh,2021,200000
1160472,m,09-09-1993,92,cbse,2019,88.8,cbse,8195,1,B.Tech/B.E.,computer science & engineering,84,8195,1,Delhi,2015,350000
1290145,m,03-08-1992,67.25,state board,2018,71.8,state board,15146,2,B.Tech/B.E.,computer science & engineering,81,15146,0,West Bengal,2022,320000
126316,m,12-05-1989,81.33,ssc,2006,91.9,ibe,448,2,B.Tech/B.E.,electronics & telecommunications,70.56,448,1,Tamil Nadu,2018,180000
529858,m,20-04-1991,82.6,cbse,2014,63.6,cbse,11759,2,B.Tech/B.E.,information technology,71,11759,0,Uttarakhand,2021,350000
274014,m,01-08-1990,88.5,secondary school of education,2007,95.9,board of intermediate,7077,2,B.Tech/B.E.,information technology,81.2,7077,0,Andhra Pradesh,2019,620000
341274,m,08-12-1990,90.58,maharashtra state board of secondary and higher secondary education,2014,89.58,diploma ( maharashtra state board of technical education),127,2,B.Tech/B.E.,electronics engineering,72.03,127,0,Maharashtra,2020,400000
552751,m,02-03-1991,87.4,cbse,2014,86.8,cbse,13128,2,B.Tech/B.E.,computer science & engineering,82.4,13128,1,Delhi,2021,590000
279001,m,11-08-1989,68.65,cbse,2006,60.4,cbse,568,2,B.Tech/B.E.,information technology,65,568,0,Uttar Pradesh,2019,175000
374962,m,11-03-1991,80,ssc,2008,91.4,ssc,9774,2,B.Tech/B.E.,computer engineering,80.5,9774,1,Telangana,2020,430000
82310,m,20-07-1988,77,icse,2005,63,chse,124,2,B.Tech/B.E.,computer engineering,63,124,0,Orissa,2018,500000
864107,f,04-03-1991,69,cbse,2008,62.33,cbse,35,1,B.Tech/B.E.,computer science & engineering,71.25,35,1,Delhi,2021,145000
1008489,f,05-10-1993,82,cbse,2018,74,cbse,13595,2,B.Tech/B.E.,computer science & engineering,80.7,13595,0,Punjab,2022,240000
325412,f,07-08-1990,76.8,0,2014,85.36,0,7172,2,B.Tech/B.E.,computer engineering,69,7172,0,Maharashtra,2020,3500000
299705,m,12-04-1990,72,board of secondary education,2008,75,board of intermediate,4297,2,M.Tech./M.E.,other,87.5,4297,1,Telangana,2022,130000
359038,m,20-06-1991,70,hbsc,2008,75,hbsc,7564,2,B.Tech/B.E.,mechanical engineering,70,7564,0,Haryana,2020,400000
1088562,m,20-09-1992,84,state board,2018,88.75,state board,10750,2,B.Tech/B.E.,information technology,72,10750,1,Tamil Nadu,2022,325000
280793,m,03-02-1990,78.2,cbse,2007,81.8,cbse,57,2,B.Tech/B.E.,computer engineering,70,57,0,Haryana,2019,720000
823293,m,11-10-1991,75.4,cbse,2014,65.2,cbse,272,2,B.Tech/B.E.,computer science & engineering,76,272,0,Punjab,2022,450000
1269126,m,30-06-1990,82.4,state board,2019,66.2,0,319,2,B.Tech/B.E.,computer science & engineering,64.11,319,1,Karnataka,2022,150000
1230312,f,02-08-1990,68.25,state board,2014,61,state board,12992,2,B.Tech/B.E.,electronics & telecommunications,73.95,12992,1,West Bengal,2022,155000
220655,m,16-11-1989,88.2,cbse,2007,77.8,cbse,285,1,B.Tech/B.E.,chemical engineering,62.4,285,0,Punjab,2019,400000
344605,m,05-03-1991,88.4,0,2008,76,0,124,2,B.Tech/B.E.,computer engineering,79.6,124,0,Orissa,2020,460000
1136095,m,26-08-1993,79.8,cbse,2018,85.2,cbse,5812,2,B.Tech/B.E.,electrical engineering,72.63,5812,1,Rajasthan,2022,325000
1110880,m,15-03-1991,75,state board,2014,81.1,state board,12160,2,B.Tech/B.E.,information technology,78.16,12160,0,Andhra Pradesh,2021,105000
741398,m,23-04-1993,82.46,state board,2018,79.67,state board,474,2,B.Tech/B.E.,mechanical engineering,69.46,474,1,Maharashtra,2022,240000
57277,m,26-08-1989,77.4,up,2006,80,up,3579,2,B.Tech/B.E.,mechanical engineering,71.9,3579,0,Uttar Pradesh,2018,535000
325611,m,13-11-1988,69.13,wbbse,2007,64.4,wbchse,254,2,B.Tech/B.E.,information technology,76.3,254,1,West Bengal,2020,220000
1101763,f,15-07-1991,72.4,cbse,2014,63.6,cbse,13843,2,B.Tech/B.E.,computer science & engineering,65,13843,0,Orissa,2021,85000
229397,m,09-06-1990,84.6,state board,2007,75.25,stateboard,1245,2,B.Tech/B.E.,information technology,70.56,1245,1,Tamil Nadu,2019,200000
922684,f,03-05-1991,92,icse,2014,89,icse,272,2,B.Tech/B.E.,computer science & engineering,64.08,272,0,Punjab,2022,305000
601624,m,20-05-1991,65,state board,2008,67.6,state board,272,2,B.Tech/B.E.,computer science & engineering,63.99,272,0,Punjab,2021,225000
206565,m,05-07-1990,54,0,2006,64,0,255,2,B.Tech/B.E.,information technology,67.3,255,0,Uttar Pradesh,2019,300000
926517,m,27-09-1990,62.4,mp board,2008,74.8,mp board,6857,2,B.Tech/B.E.,information technology,69.51,6857,0,Madhya Pradesh,2020,300000
1232895,f,17-03-1993,72,cbse,2018,60,cbse,75,2,B.Tech/B.E.,computer science & engineering,72.5,75,0,Uttar Pradesh,2022,300000
1218133,m,30-12-1994,79.85,icse,2018,72,isc,15875,2,B.Tech/B.E.,computer science & engineering,61,15875,0,Uttar Pradesh,2015,300000
1131849,f,18-04-1992,84.16,state board,2014,81.7,state board,11513,2,B.Tech/B.E.,computer science & engineering,66.07,11513,0,Andhra Pradesh,2021,300000
87067,f,15-03-1987,69,cbse,2005,62.6,cbse,5605,2,B.Tech/B.E.,electrical engineering,76.25,5605,0,Madhya Pradesh,2018,215000
245281,m,06-05-1989,89,icse,2007,78,cbse,4368,2,B.Tech/B.E.,electronics & telecommunications,80,4368,0,Orissa,2019,470000
1202631,f,03-06-1993,91,state board,2018,90,state board,11223,2,B.Tech/B.E.,computer science & engineering,79,11223,1,Telangana,2022,300000
615396,m,02-02-1993,67,state board,2014,73.8,state board,272,2,B.Tech/B.E.,mechanical engineering,69.75,272,0,Punjab,2022,225000
295835,m,22-11-1989,86,mp board,2007,83.8,cbse,5400,2,B.Tech/B.E.,information technology,71.4,5400,0,Madhya Pradesh,2019,505000
1271694,m,22-06-1991,76,cbse,2014,55.6,cbse,75,2,B.Tech/B.E.,computer science & engineering,60.64,75,0,Uttar Pradesh,2022,120000
512588,m,18-04-1988,61,west bengal board of secondary education,2008,65,west bengal council of higher secondary education,6575,2,B.Tech/B.E.,computer engineering,68,6575,1,Karnataka,2021,330000
360687,m,08-07-1989,78.16,0,2007,84.28,0,8904,2,B.Tech/B.E.,computer engineering,62,8904,0,Karnataka,2020,320000
1087681,m,17-05-1991,67,cbse,2018,80,state board,236,2,B.Tech/B.E.,information technology,62.9,236,0,Uttar Pradesh,2022,100000
182985,f,09-11-1987,73,cbse,2005,71.3,cbse,349,2,M.Tech./M.E.,computer engineering,79.7,349,1,Gujarat,2019,400000
246543,m,27-06-1989,81.6,0,2006,62.7,0,6570,2,B.Tech/B.E.,mechanical engineering,71.2,6570,0,Orissa,2019,440000
1196014,m,18-03-1992,73,state board,2014,69,state board,55,2,B.Tech/B.E.,information technology,65.5,55,0,Uttar Pradesh,2022,180000
649530,m,25-01-1991,80.53,state board,2008,80.5,state board,8743,2,B.Tech/B.E.,information technology,58.61,8743,0,Maharashtra,2021,350000
964319,m,04-05-1991,79.6,matriculation,2019,87.58,0,7586,2,B.Tech/B.E.,information technology,6.63,7586,0,Tamil Nadu,2022,195000
1116466,f,03-02-1993,55.5,state board,2018,66,state board,2041,2,B.Tech/B.E.,computer science & engineering,61.25,2041,0,Andhra Pradesh,2022,180000
220608,m,29-05-1988,80,central board of secondary education,2006,70,central board of secondary education,285,1,B.Tech/B.E.,computer engineering,59,285,0,Punjab,2019,300000
513495,f,25-08-1990,72,cbse,2008,59,cbse,6741,2,B.Tech/B.E.,information technology,68,6741,0,Rajasthan,2020,225000
1001099,m,06-06-1993,81,state board,2018,88.88,state board,482,2,B.Tech/B.E.,electrical engineering,75.1,482,0,Tamil Nadu,2022,240000
1089624,f,08-09-1991,73.8,cbse,2008,66.6,cbse,3725,2,B.Tech/B.E.,computer science & engineering,70.41,3725,0,Madhya Pradesh,2022,240000
265914,f,26-05-1990,86.5,ssc,2007,93.1,bie,4128,2,B.Tech/B.E.,computer engineering,70,4128,1,Telangana,2019,325000
228046,m,10-07-1986,69,cbse,2004,52,cbse,23,2,B.Tech/B.E.,electrical engineering,64,23,0,Uttar Pradesh,2019,180000
681000,m,29-09-1991,67,"bseb, patna",2008,58,"biec, patna",14894,2,B.Tech/B.E.,information technology,68,14894,0,Jharkhand,2021,90000
519904,m,17-08-1990,87.52,0,2008,86.5,0,1383,2,B.Tech/B.E.,computer engineering,79.2,1383,0,Karnataka,2020,630000
937953,f,09-11-1992,90,cbse,2018,87,cbse,6874,2,B.Tech/B.E.,computer science & engineering,75.3,6874,0,Uttarakhand,2022,350000
425582,m,03-11-1990,68.8,cbse,2008,63,cbse,75,2,B.Tech/B.E.,information technology,65.67,75,0,Uttar Pradesh,2020,430000
42418,f,23-10-1987,65,cbse,2005,54,cbse,402,1,B.Tech/B.E.,biomedical engineering,65.9,402,0,Madhya Pradesh,2018,435000
302937,m,05-05-1989,44,central board of secondary education,2008,74,diploma in engg (e &tc) tilak maharashtra vidayapeeth,5846,2,B.Tech/B.E.,electronics & telecommunications,64,5846,1,Maharashtra,2019,150000
628223,m,05-01-1992,68,icse,2014,64,icse,429,2,B.Tech/B.E.,computer science & engineering,61.12,429,0,Uttar Pradesh,2021,150000
602058,f,04-01-1992,87,state board,2014,84.7,state board,12451,2,B.Tech/B.E.,information technology,76.67,12451,1,Telangana,2021,300000
1247289,f,01-02-1992,68,state board,2008,60.2,state board,2066,2,B.Tech/B.E.,computer science & engineering,76,2066,1,West Bengal,2021,275000
529904,m,06-07-1992,72,state board,2014,68,state board,11759,2,B.Tech/B.E.,computer science & engineering,80,11759,0,Uttarakhand,2021,100000
1240207,m,03-06-1991,86,cbse,2014,76,cbse,13210,2,B.Tech/B.E.,computer science & engineering,63,13210,0,Uttar Pradesh,2022,300000
326876,m,08-06-1991,82.4,mp board,2008,74.4,cbse,3879,2,B.Tech/B.E.,information technology,76.09,3879,0,Madhya Pradesh,2020,475000
216972,m,10-12-1990,78,rbse,2007,69,rbse,4948,2,B.Tech/B.E.,computer engineering,69,4948,1,Rajasthan,2019,300000
422043,m,01-09-1988,84.3,"central board of secondary education, new delhi",2007,70.2,"central board of secondary education, new delhi",105,2,B.Tech/B.E.,computer engineering,65.14,105,0,Uttar Pradesh,2020,60000
1239552,m,20-07-1990,89,icse,2014,71,cbse,8099,2,B.Tech/B.E.,computer science & engineering,55,8099,0,Karnataka,2022,300000
294762,m,17-03-1990,91,cbse,2007,97.5,bieap,1027,2,B.Tech/B.E.,computer engineering,78,1027,1,Telangana,2019,500000
391074,m,18-05-1990,84.96,karnataka state board,2008,59.16,pre university,356,2,B.Tech/B.E.,information technology,68.22,356,1,Karnataka,2020,445000
237897,f,21-11-1986,51.36,0,2008,73.3,0,5759,2,B.Tech/B.E.,computer engineering,69.2,5759,0,Karnataka,2019,200000
1214471,f,18-11-1991,82,state board,2014,79,state board,11208,2,B.Tech/B.E.,computer science & engineering,74,11208,1,Telangana,2021,300000
1100909,m,09-08-1992,91.68,state board,2018,84,state board,182,2,B.Tech/B.E.,computer science & engineering,72.26,182,1,Karnataka,2022,325000
865540,m,01-05-1993,79.83,state board,2018,91.5,state board,8819,2,B.Tech/B.E.,computer science & engineering,71.52,8819,1,Telangana,2022,305000
1084888,m,17-06-1992,87.4,cbse,2018,90.2,cbse,6920,1,B.Tech/B.E.,information technology,76.1,6920,1,Delhi,2022,350000
389140,f,14-07-1991,81.46,maharashtra board,2008,79.33,maharashtra board,8016,2,B.Tech/B.E.,information technology,68.24,8016,0,Maharashtra,2020,325000
263725,f,17-11-1989,80,0,2007,73,0,2513,2,B.Tech/B.E.,information technology,76.1,2513,0,Rajasthan,2019,500000
452593,f,27-05-1990,70,0,2008,68.83,0,255,2,B.Tech/B.E.,computer engineering,69.1,255,0,Uttar Pradesh,2020,465000
958809,m,12-02-1994,83.4,cbse,2018,77,cbse,12289,2,B.Tech/B.E.,computer science & engineering,76,12289,1,Rajasthan,2022,350000
318119,f,08-04-1991,88,0,2008,92.1,0,5071,2,B.Tech/B.E.,computer engineering,80,5071,0,Andhra Pradesh,2020,515000
32133,m,22-07-1989,72,ssc,2006,67,ssc,367,2,B.Tech/B.E.,electrical engineering,59.8,367,1,Maharashtra,2014,150000
1066414,m,18-02-1992,74.28,icse,2014,78.16,icse,4439,2,B.Tech/B.E.,computer science & engineering,67.66,4439,0,Uttar Pradesh,2021,260000
50739,f,26-06-1987,79.89,sslc,2005,62.83,puc,1940,2,B.Tech/B.E.,computer engineering,55.7,1940,1,Karnataka,2014,260000
925705,m,05-07-1992,64.66,state board,2008,63,state board,279,2,B.Tech/B.E.,information technology,67,279,0,Uttar Pradesh,2021,105000
344407,m,22-06-1990,73,0,2008,54,0,124,2,B.Tech/B.E.,civil engineering,79,124,0,Orissa,2020,800000
440689,f,11-09-1990,85.6,ssc,2008,89.8,ipe,1450,2,B.Tech/B.E.,information technology,75.8,1450,1,Telangana,2020,450000
1168773,m,21-08-1992,88,state board,2018,92.3,state board,2388,2,B.Tech/B.E.,telecommunication engineering,90,2388,1,Karnataka,2022,275000
304341,m,04-07-1989,70,nashik board,2007,72,nashik board,494,2,B.Tech/B.E.,computer engineering,55,494,1,Maharashtra,2019,315000
341424,f,01-06-1991,76,0,2014,88,0,127,2,B.Tech/B.E.,information technology,72.72,127,0,Maharashtra,2020,400000
1077612,m,12-03-1990,80,state board,2014,83.1,state board,4726,2,B.Tech/B.E.,computer science & engineering,67.87,4726,0,Telangana,2021,155000
1085716,m,20-11-1992,75,state board,2008,72,state board,7738,2,B.Tech/B.E.,information technology,80,7738,0,Uttar Pradesh,2021,300000
276426,f,18-06-1988,78.4,icse,2006,79,isc,10599,2,B.Tech/B.E.,information technology,75,10599,0,Punjab,2019,350000
607470,m,04-12-1988,76,state board,2008,77,state board,8351,1,M.Tech./M.E.,computer science & engineering,83,8351,0,Karnataka,2021,400000
950502,f,14-02-1993,87.8,matriculation,2018,90.91,state board,3934,2,B.Tech/B.E.,civil engineering,71.66,3934,0,Tamil Nadu,2022,150000
1087060,m,09-10-1992,75.2,state board,2008,75.2,0,16536,2,B.Tech/B.E.,computer engineering,61,16536,0,Tamil Nadu,2022,200000
937958,f,14-09-1992,91.3,icse,2018,85,icse,6874,2,B.Tech/B.E.,information technology,81,6874,0,Uttarakhand,2022,325000
252559,m,28-02-1990,76,state board,2007,79.9,state board,1019,2,B.Tech/B.E.,computer engineering,74,1019,1,Tamil Nadu,2019,225000
48150,m,07-09-1986,82.5,rbse,2005,83.6,cbse,2857,1,B.Tech/B.E.,computer engineering,77,2857,1,Rajasthan,2018,495000
963956,m,09-11-1992,84.83,state board,2018,93.3,state board,1428,2,B.Tech/B.E.,computer science & engineering,65.5,1428,1,Telangana,2022,390000
351149,m,10-10-1992,63,cbse,2014,64,cbse,7627,2,B.Tech/B.E.,computer science & engineering,70.9,7627,0,Uttar Pradesh,2022,325000
192714,m,07-03-1990,79.8,ssc,2007,90.7,intermediate board,5003,2,B.Tech/B.E.,information technology,68.47,5003,0,Andhra Pradesh,2019,650000
1265323,m,30-03-1994,87.5,state board,2019,92,state board,495,2,B.Tech/B.E.,information technology,76.47,495,1,Telangana,2015,240000
1269127,m,22-11-1991,71.2,cbse,2008,70,cbse,6127,2,B.Tech/B.E.,computer science & engineering,72,6127,0,Tamil Nadu,2021,200000
272917,m,26-08-1989,81,cbse,2006,61,cbse,3725,2,B.Tech/B.E.,information technology,67.5,3725,0,Madhya Pradesh,2019,80000
330602,m,26-12-1990,76.67,ssc,2008,82.6,bie,8818,2,B.Tech/B.E.,information technology,66.39,8818,1,Telangana,2020,415000
1175212,m,05-12-1993,58.6,cbse,2019,72,state board,1282,2,B.Tech/B.E.,computer science & engineering,57.34,1282,0,Punjab,2015,120000
896469,m,29-05-1992,86.88,state board,2018,80.83,state board,356,2,B.Tech/B.E.,computer science & engineering,67.6,356,1,Karnataka,2022,475000
64871,m,24-06-1988,78.28,karnataka secondary education examination board,2006,53.55,karnataka state pre- university board,1930,2,B.Tech/B.E.,information technology,57,1930,0,Karnataka,2018,455000
1119944,f,25-09-1992,83,cbse,2018,72,cbse,16161,2,B.Tech/B.E.,electronics & telecommunications,76,16161,0,Orissa,2022,225000
279776,f,16-11-1988,74.6,cbse,2007,72.8,cbse,51,2,B.Tech/B.E.,computer engineering,66.7,51,0,Uttar Pradesh,2019,310000
361583,m,25-01-1991,93.44,karnataka state board,2008,90,karnataka state board,1384,2,B.Tech/B.E.,computer engineering,87.6,1384,0,Karnataka,2020,800000
339386,m,23-08-1991,89,secondary school certificate,2008,96,board of intermediate education,4415,2,B.Tech/B.E.,information technology,74.5,4415,1,Telangana,2020,280000
334017,m,03-12-1989,77.6,0,2008,82.6,0,1622,2,B.Tech/B.E.,mechanical engineering,77,1622,0,Madhya Pradesh,2020,460000
503221,m,12-10-1990,87.4,cbse,2008,81.2,cbse,5111,2,B.Tech/B.E.,mechanical engineering,75,5111,0,Maharashtra,2021,350000
1266967,f,20-05-1991,84.96,state board,2018,56.17,state board,17168,2,B.Tech/B.E.,computer science & engineering,60.78,17168,0,Karnataka,2022,200000
806688,m,08-09-1991,78,cbse,2018,72,cbse,11759,2,B.Tech/B.E.,computer science & engineering,72,11759,0,Uttarakhand,2022,200000
683102,f,14-03-1991,92.8,cbse,2014,74.6,cbse,6997,2,B.Tech/B.E.,computer science & engineering,76,6997,0,Orissa,2021,325000
543951,m,18-03-1992,79.6,cbse,2014,52,cbse,55,2,B.Tech/B.E.,information technology,60.64,55,0,Uttar Pradesh,2021,160000
988904,m,24-09-1992,78.16,icse,2018,64.83,icse,137,2,B.Tech/B.E.,computer science & engineering,63.65,137,0,Uttar Pradesh,2022,235000
593024,f,10-06-1992,76,state board ,2014,79,state board ,8818,2,B.Tech/B.E.,information technology,73,8818,1,Telangana,2021,340000
1247771,m,18-12-1991,76,cbse,2014,66,cbse,1638,2,B.Tech/B.E.,computer science & engineering,61.75,1638,0,Uttar Pradesh,2022,120000
941785,m,08-02-1993,78.6,cbse,2018,82.6,cbse,272,2,B.Tech/B.E.,mechanical engineering,70,272,0,Punjab,2022,180000
353742,m,27-12-1990,76,0,2008,76,0,429,2,B.Tech/B.E.,information technology,76.5,429,0,Uttar Pradesh,2020,370000
283113,m,23-10-1988,67,up board,2005,73,up board,4234,2,B.Tech/B.E.,computer engineering,71.7,4234,0,Uttar Pradesh,2019,305000
602344,m,21-01-1992,90.5,state board,2014,95.7,state board,1391,1,B.Tech/B.E.,mechanical engineering,82.09,1391,1,Telangana,2021,450000
331083,m,16-08-1991,89.9,ssc,2008,90.1,ipe,9769,2,B.Tech/B.E.,computer engineering,74.5,9769,1,Telangana,2020,335000
1034763,m,20-10-1992,64.3,state board,2014,66.4,state board,7824,2,B.Tech/B.E.,computer engineering,76.56,7824,0,Uttar Pradesh,2021,480000
608938,m,25-05-1991,86.4,cbse,2014,93.6,cbse,10950,1,B.Tech/B.E.,mechanical engineering,72.3,10950,0,Punjab,2021,600000
775846,m,26-02-1991,77.8,cbse,2008,76.6,cbse,3002,2,B.Tech/B.E.,computer science & engineering,84,3002,0,Orissa,2021,375000
451903,m,05-07-1991,73,stateboard,2008,81,stateboard,11283,2,B.Tech/B.E.,computer science & engineering,81,11283,0,Tamil Nadu,2020,300000
1026621,f,30-04-1992,88,state board,2018,88,state board,9282,2,B.Tech/B.E.,computer science & engineering,70.12,9282,0,Andhra Pradesh,2022,300000
1261955,m,06-10-1993,82.14,icse,2018,81.26,icse,4971,2,B.Tech/B.E.,computer science & engineering,67.54,4971,0,Uttar Pradesh,2022,225000
356498,m,09-06-1991,79.8,0,2008,77,0,4368,2,B.Tech/B.E.,information technology,81.6,4368,0,Orissa,2020,445000
309214,m,02-04-1992,78.6,cbse,2014,70.2,cbse,5904,2,B.Tech/B.E.,computer science & engineering,73.04,5904,0,Uttar Pradesh,2021,420000
1007916,f,07-03-1992,66.33,state board,2014,60,state board,279,2,B.Tech/B.E.,computer science & engineering,67.38,279,0,Uttar Pradesh,2021,220000
329618,m,20-10-1990,83.25,wbbse,2008,79.8,wbchse,253,2,B.Tech/B.E.,electrical engineering,71.31,253,1,West Bengal,2020,370000
267047,m,07-07-1985,62,hbse,2004,59.4,hbse,7564,2,B.Tech/B.E.,information technology,60,7564,0,Haryana,2019,150000
1240138,m,22-12-1990,73.6,cbse,2008,68.2,cbse,7956,2,B.Tech/B.E.,electronics & telecommunications,65.8,7956,0,Maharashtra,2020,300000
215739,m,07-04-1989,78.8,cbse,2006,74.8,cbse,5026,2,B.Tech/B.E.,mechanical engineering,70,5026,0,Orissa,2019,390000
662113,m,05-11-1990,71,state board,2008,63,state board,13040,2,B.Tech/B.E.,electrical engineering,79.9,13040,1,West Bengal,2021,180000
678842,m,20-07-1989,65.5,state board,2007,66,state board,1875,2,B.Tech/B.E.,computer science & engineering,68.58,1875,0,Uttar Pradesh,2019,240000
333860,f,22-03-1990,76,ssc,2008,81,ssc,11168,2,B.Tech/B.E.,aeronautical engineering,77,11168,1,Telangana,2020,180000
906387,m,26-02-1992,72,cbse,2018,59.9,cbse,67,2,B.Tech/B.E.,information technology,63,67,0,Uttar Pradesh,2022,120000
342610,m,05-05-1990,72,0,2008,68,0,2563,2,B.Tech/B.E.,information technology,68,2563,0,Uttarakhand,2020,475000
536761,m,23-06-1991,80,bse,2008,63.83,chse,124,2,B.Tech/B.E.,information technology,76.44,124,0,Orissa,2021,360000
843047,f,03-11-1989,69,state board,2007,82,state board,11516,2,B.Tech/B.E.,computer science & engineering,73,11516,0,Haryana,2020,200000
133153,m,14-01-1989,74.53,maharashtra board,2006,84.53,maharashtra board,1358,2,B.Tech/B.E.,computer engineering,63,1358,1,Maharashtra,2018,555000
135273,m,26-06-1989,86.5,0,2006,91,0,1429,2,B.Tech/B.E.,computer engineering,72.23,1429,1,Telangana,2018,615000
263859,m,01-06-1988,73,0,2004,68.69,0,2513,2,B.Tech/B.E.,mechanical engineering,65.66,2513,0,Rajasthan,2019,450000
329604,m,11-04-1990,79,0,2008,85.4,0,253,2,B.Tech/B.E.,electrical engineering,75.6,253,1,West Bengal,2020,320000
1068402,m,16-06-1993,74.83,state board,2018,87.4,state board,15456,2,B.Tech/B.E.,computer science & engineering,69.31,15456,0,Andhra Pradesh,2022,350000
212055,m,22-07-1989,69.16,up board,2006,65.66,up board,278,1,M.Tech./M.E.,computer engineering,77.5,278,0,Uttar Pradesh,2021,550000
225114,f,20-09-1987,74,0,2006,65,0,4948,2,B.Tech/B.E.,computer engineering,72,4948,1,Rajasthan,2019,360000
543844,m,20-11-1991,81.2,cbse,2014,78,cbse,55,2,B.Tech/B.E.,information technology,70,55,0,Uttar Pradesh,2021,120000
1261826,m,14-03-1992,87,state board,2014,85,state board,15446,2,B.Tech/B.E.,computer science & engineering,66.5,15446,0,Andhra Pradesh,2021,130000
692945,m,10-11-1990,84,state board,2014,76,state board,8297,2,B.Tech/B.E.,computer science & engineering,76,8297,1,West Bengal,2021,320000
1220653,f,19-03-1992,93,state board,2018,86,state board,1012,2,B.Tech/B.E.,computer science & engineering,83,1012,1,Karnataka,2022,310000
1263022,f,25-09-1992,61,state board,2018,61,state board,1237,2,B.Tech/B.E.,information technology,75,1237,1,Telangana,2022,325000
688018,m,23-02-1991,65.71,icse,2014,68.2,cbse,1638,2,B.Tech/B.E.,electronics engineering,67.08,1638,0,Uttar Pradesh,2021,180000
1274658,f,24-04-1991,89.7,icse,2014,86.7,icse,7685,2,B.Tech/B.E.,information technology,80,7685,1,West Bengal,2021,320000
591405,m,13-01-1992,78.8,cbse,2014,87,cbse,527,2,B.Tech/B.E.,computer engineering,77.4,527,0,Haryana,2021,605000
389343,m,03-11-1990,74,cbse,2008,82.3,cbse,29,2,B.Tech/B.E.,computer engineering,75.5,29,1,Delhi,2020,430000
995189,m,28-08-1992,79.5,state board,2014,77.1,state board,9803,2,B.Tech/B.E.,computer science & engineering,74.78,9803,1,Telangana,2021,145000
836769,m,11-12-1990,66,state board,2008,58,state board,11584,2,B.Tech/B.E.,computer science & engineering,64,11584,0,Maharashtra,2020,180000
505714,m,19-10-1989,46.8,"jbse,jharkhand",2014,72.48,"jstb,jharkhand",165,2,B.Tech/B.E.,computer engineering,59.7,165,1,Rajasthan,2020,240000
359173,f,04-09-1989,89.4,0,2007,80.6,0,44,2,B.Tech/B.E.,computer engineering,81.76,44,0,Uttar Pradesh,2020,800000
713848,m,24-07-1990,84,state board,2008,75.6,cbse,231,2,B.Tech/B.E.,electronics & telecommunications,68,231,0,Maharashtra,2020,360000
65919,m,21-08-1988,76.64,ksbe,2006,59,pu board,3649,2,B.Tech/B.E.,computer engineering,65.7,3649,1,Karnataka,2018,470000
995970,m,29-08-1992,82.5,state board,2014,86.3,state board,8970,2,B.Tech/B.E.,computer science & engineering,71,8970,1,Telangana,2021,325000
